intent,question
disease_information,what causes depression
disease_information,tell me about depression
disease_information,how is depression treated
disease_information,how is depression diagnosed
disease_information,is depression contagious
disease_information,is depression curable
disease_information,how common is depression
disease_information,what are the risk factors for depression
disease_information,how long does depression last
disease_information,anxiety disorder
disease_information,what is anxiety disorder
disease_information,what causes anxiety disorder
disease_information,tell me about anxiety disorder
disease_information,how is anxiety disorder treated
disease_information,how is anxiety disorder diagnosed
disease_information,is anxiety disorder contagious
disease_information,is anxiety disorder curable
disease_information,how common is anxiety disorder
disease_information,what are the risk factors for anxiety disorder
disease_information,how long does anxiety disorder last
disease_information,chronic kidney disease
disease_information,what is chronic kidney disease
disease_information,what causes chronic kidney disease
disease_information,tell me about chronic kidney disease
disease_information,how is chronic kidney disease treated
disease_information,how is chronic kidney disease diagnosed
disease_information,is chronic kidney disease contagious
disease_information,is chronic kidney disease curable
disease_information,how common is chronic kidney disease
disease_information,what are the risk factors for chronic kidney disease
disease_information,how long does chronic kidney disease last
disease_information,fatty liver disease
disease_information,what is fatty liver disease
disease_information,what causes fatty liver disease
disease_information,tell me about fatty liver disease
disease_information,how is fatty liver disease treated
disease_information,how is fatty liver disease diagnosed
disease_information,is fatty liver disease contagious
disease_information,is fatty liver disease curable
disease_information,how common is fatty liver disease
disease_information,what are the risk factors for fatty liver disease
disease_information,how long does fatty liver disease last
disease_information,piles
disease_information,what is piles
disease_information,what causes piles
disease_information,tell me about piles
disease_information,how is piles treated
disease_information,how is piles diagnosed
disease_information,is piles contagious
disease_information,is piles curable
disease_information,how common is piles
disease_information,what are the risk factors for piles
disease_information,how long does piles last
disease_information,hernia
disease_information,what is hernia
disease_information,what causes hernia
disease_information,tell me about hernia
disease_information,how is hernia treated
disease_information,how is hernia diagnosed
disease_information,is hernia contagious
disease_information,is hernia curable
disease_information,how common is hernia
disease_information,what are the risk factors for hernia
disease_information,how long does hernia last
medicine_information,paracetamol
medicine_information,what is paracetamol
medicine_information,what is paracetamol used for
medicine_information,what does paracetamol do
medicine_information,side effects of paracetamol
medicine_information,what are the side effects of paracetamol
medicine_information,can I take paracetamol without a prescription
medicine_information,is paracetamol safe during pregnancy
medicine_information,how does paracetamol work
medicine_information,ibuprofen
medicine_information,what is ibuprofen
medicine_information,what is ibuprofen used for
medicine_information,what does ibuprofen do
medicine_information,side effects of ibuprofen
medicine_information,what are the side effects of ibuprofen
medicine_information,can I take ibuprofen without a prescription
medicine_information,is ibuprofen safe during pregnancy
medicine_information,how does ibuprofen work
medicine_information,cetirizine
medicine_information,what is cetirizine
medicine_information,what is cetirizine used for
medicine_information,what does cetirizine do
medicine_information,side effects of cetirizine
medicine_information,what are the side effects of cetirizine
medicine_information,can I take cetirizine without a prescription
medicine_information,is cetirizine safe during pregnancy
medicine_information,how does cetirizine work
medicine_information,aspirin
medicine_information,what is aspirin
medicine_information,what is aspirin used for
medicine_information,what does aspirin do
medicine_information,side effects of aspirin
medicine_information,what are the side effects of aspirin
medicine_information,can I take aspirin without a prescription
medicine_information,is aspirin safe during pregnancy
medicine_information,how does aspirin work
medicine_information,antibiotic
medicine_information,what is antibiotic
medicine_information,what is antibiotic used for
medicine_information,what does antibiotic do
medicine_information,side effects of antibiotic
medicine_information,what are the side effects of antibiotic
medicine_information,can I take antibiotic without a prescription
medicine_information,is antibiotic safe during pregnancy
medicine_information,how does antibiotic work
medicine_information,antibiotics
medicine_information,what is antibiotics
medicine_information,what is antibiotics used for
medicine_information,what does antibiotics do
medicine_information,side effects of antibiotics
medicine_information,what are the side effects of antibiotics
medicine_information,can I take antibiotics without a prescription
medicine_information,is antibiotics safe during pregnancy
medicine_information,how does antibiotics work
medicine_information,painkiller
medicine_information,what is painkiller
medicine_information,what is painkiller used for
medicine_information,what does painkiller do
medicine_information,side effects of painkiller
medicine_information,what are the side effects of painkiller
medicine_information,can I take painkiller without a prescription
medicine_information,is painkiller safe during pregnancy
medicine_information,how does painkiller work
medicine_information,medicine
medicine_information,what is medicine
medicine_information,what is medicine used for
medicine_information,what does medicine do
medicine_information,side effects of medicine
medicine_information,what are the side effects of medicine
medicine_information,can I take medicine without a prescription
medicine_information,is medicine safe during pregnancy
medicine_information,how does medicine work
medicine_information,tablet
medicine_information,what is tablet
medicine_information,what is tablet used for
medicine_information,what does tablet do
medicine_information,side effects of tablet
medicine_information,what are the side effects of tablet
medicine_information,can I take tablet without a prescription
medicine_information,is tablet safe during pregnancy
medicine_information,how does tablet work
medicine_information,syrup
medicine_information,what is syrup
medicine_information,what is syrup used for
medicine_information,what does syrup do
medicine_information,side effects of syrup
medicine_information,what are the side effects of syrup
medicine_information,can I take syrup without a prescription
medicine_information,is syrup safe during pregnancy
medicine_information,how does syrup work
medicine_information,antacid
medicine_information,what is antacid
medicine_information,what is antacid used for
medicine_information,what does antacid do
medicine_information,side effects of antacid
medicine_information,what are the side effects of antacid
medicine_information,can I take antacid without a prescription
medicine_information,is antacid safe during pregnancy
medicine_information,how does antacid work
medicine_information,antihistamine
medicine_information,what is antihistamine
medicine_information,what is antihistamine used for
medicine_information,what does antihistamine do
medicine_information,side effects of antihistamine
medicine_information,what are the side effects of antihistamine
medicine_information,can I take antihistamine without a prescription
medicine_information,is antihistamine safe during pregnancy
medicine_information,how does antihistamine work
medicine_information,cough syrup
medicine_information,what is cough syrup
medicine_information,what is cough syrup used for
medicine_information,what does cough syrup do
medicine_information,side effects of cough syrup
medicine_information,what are the side effects of cough syrup
medicine_information,can I take cough syrup without a prescription
medicine_information,is cough syrup safe during pregnancy
medicine_information,how does cough syrup work
medicine_information,vitamin supplement
medicine_information,what is vitamin supplement
medicine_information,what is vitamin supplement used for
medicine_information,what does vitamin supplement do
medicine_information,side effects of vitamin supplement
medicine_information,what are the side effects of vitamin supplement
medicine_information,can I take vitamin supplement without a prescription
medicine_information,is vitamin supplement safe during pregnancy
medicine_information,how does vitamin supplement work
medicine_information,iron supplement
medicine_information,what is iron supplement
medicine_information,what is iron supplement used for
medicine_information,what does iron supplement do
medicine_information,side effects of iron supplement
medicine_information,what are the side effects of iron supplement
medicine_information,can I take iron supplement without a prescription
medicine_information,is iron supplement safe during pregnancy
medicine_information,how does iron supplement work
medicine_information,calcium supplement
medicine_information,what is calcium supplement
medicine_information,what is calcium supplement used for
medicine_information,what does calcium supplement do
medicine_information,side effects of calcium supplement
medicine_information,what are the side effects of calcium supplement
medicine_information,can I take calcium supplement without a prescription
medicine_information,is calcium supplement safe during pregnancy
medicine_information,how does calcium supplement work
medicine_information,vitamin C
medicine_information,what is vitamin C
medicine_information,what is vitamin C used for
medicine_information,what does vitamin C do
medicine_information,side effects of vitamin C
medicine_information,what are the side effects of vitamin C
medicine_information,can I take vitamin C without a prescription
medicine_information,is vitamin C safe during pregnancy
medicine_information,how does vitamin C work
medicine_information,vitamin D
medicine_information,what is vitamin D
medicine_information,what is vitamin D used for
medicine_information,what does vitamin D do
medicine_information,side effects of vitamin D
medicine_information,what are the side effects of vitamin D
medicine_information,can I take vitamin D without a prescription
medicine_information,is vitamin D safe during pregnancy
medicine_information,how does vitamin D work
medicine_information,insulin
medicine_information,what is insulin
medicine_information,what is insulin used for
medicine_information,what does insulin do
medicine_information,side effects of insulin
medicine_information,what are the side effects of insulin
medicine_information,can I take insulin without a prescription
medicine_information,is insulin safe during pregnancy
medicine_information,how does insulin work
medicine_information,metformin
medicine_information,what is metformin
medicine_information,what is metformin used for
medicine_information,what does metformin do
medicine_information,side effects of metformin
medicine_information,what are the side effects of metformin
medicine_information,can I take metformin without a prescription
medicine_information,is metformin safe during pregnancy
medicine_information,how does metformin work
medicine_information,amoxicillin
medicine_information,what is amoxicillin
medicine_information,what is amoxicillin used for
medicine_information,what does amoxicillin do
medicine_information,side effects of amoxicillin
medicine_information,what are the side effects of amoxicillin
medicine_information,can I take amoxicillin without a prescription
medicine_information,is amoxicillin safe during pregnancy
medicine_information,how does amoxicillin work
medicine_information,azithromycin
medicine_information,what is azithromycin
medicine_information,what is azithromycin used for
medicine_information,what does azithromycin do
medicine_information,side effects of azithromycin
medicine_information,what are the side effects of azithromycin
medicine_information,can I take azithromycin without a prescription
medicine_information,is azithromycin safe during pregnancy
medicine_information,how does azithromycin work
medicine_information,omeprazole
medicine_information,what is omeprazole
medicine_information,what is omeprazole used for
medicine_information,what does omeprazole do
medicine_information,side effects of omeprazole
medicine_information,what are the side effects of omeprazole
medicine_information,can I take omeprazole without a prescription
medicine_information,is omeprazole safe during pregnancy
medicine_information,how does omeprazole work
medicine_information,pantoprazole
medicine_information,what is pantoprazole
medicine_information,what is pantoprazole used for
medicine_information,what does pantoprazole do
medicine_information,side effects of pantoprazole
medicine_information,what are the side effects of pantoprazole
medicine_information,can I take pantoprazole without a prescription
medicine_information,is pantoprazole safe during pregnancy
medicine_information,how does pantoprazole work
medicine_information,loratadine
medicine_information,what is loratadine
medicine_information,what is loratadine used for
medicine_information,what does loratadine do
medicine_information,side effects of loratadine
medicine_information,what are the side effects of loratadine
medicine_information,can I take loratadine without a prescription
medicine_information,is loratadine safe during pregnancy
medicine_information,how does loratadine work
medicine_information,diclofenac
medicine_information,what is diclofenac
medicine_information,what is diclofenac used for
medicine_information,what does diclofenac do
medicine_information,side effects of diclofenac
medicine_information,what are the side effects of diclofenac
medicine_information,can I take diclofenac without a prescription
medicine_information,is diclofenac safe during pregnancy
medicine_information,how does diclofenac work
medicine_information,naproxen
medicine_information,what is naproxen
medicine_information,what is naproxen used for
medicine_information,what does naproxen do
medicine_information,side effects of naproxen
medicine_information,what are the side effects of naproxen
medicine_information,can I take naproxen without a prescription
medicine_information,is naproxen safe during pregnancy
medicine_information,how does naproxen work
medicine_information,multivitamin
medicine_information,what is multivitamin
medicine_information,what is multivitamin used for
medicine_information,what does multivitamin do
medicine_information,side effects of multivitamin
medicine_information,what are the side effects of multivitamin
medicine_information,can I take multivitamin without a prescription
medicine_information,is multivitamin safe during pregnancy
medicine_information,how does multivitamin work
medicine_information,ORS solution
medicine_information,what is ORS solution
medicine_information,what is ORS solution used for
medicine_information,what does ORS solution do
medicine_information,side effects of ORS solution
medicine_information,what are the side effects of ORS solution
medicine_information,can I take ORS solution without a prescription
medicine_information,is ORS solution safe during pregnancy
medicine_information,how does ORS solution work
medicine_information,antiseptic cream
medicine_information,what is antiseptic cream
medicine_information,what is antiseptic cream used for
medicine_information,what does antiseptic cream do
medicine_information,side effects of antiseptic cream
medicine_information,what are the side effects of antiseptic cream
medicine_information,can I take antiseptic cream without a prescription
medicine_information,is antiseptic cream safe during pregnancy
medicine_information,how does antiseptic cream work
general_health,health
general_health,healthy
general_health,healthy lifestyle
general_health,how can I stay healthy
general_health,how can I improve my health
general_health,what is a healthy lifestyle
general_health,how can I sleep better
general_health,how much sleep should I get
general_health,how can I reduce stress
general_health,how can I improve my sleep
general_health,how can I improve my immunity
general_health,how can I maintain good health
general_health,how can I prevent illness
general_health,how often should I exercise
general_health,what are healthy habits
general_health,how can I stay fit
general_health,how can I improve my fitness
general_health,how much water should I drink
general_health,how can I improve my diet
general_health,what foods are healthy
general_health,how many steps should I walk daily
general_health,how can I lower my cholesterol
general_health,how can I improve my mental health
general_health,how can I manage anxiety
general_health,how can I boost my energy levels
general_health,how can I improve my posture
general_health,how can I take care of my eyes
general_health,how can I take care of my skin
general_health,how can I strengthen my bones
general_health,how can I improve my digestion
general_health,what is a normal body temperature
general_health,what is a normal blood pressure
general_health,what is a normal heart rate
general_health,what is a healthy BMI
general_health,how can I quit smoking
general_health,how can I reduce alcohol intake
nutrition,nutrition
nutrition,healthy food
nutrition,healthy foods
nutrition,diet
nutrition,what should I eat
nutrition,what foods are good for health
nutrition,what foods are rich in iron
nutrition,foods rich in iron
nutrition,foods for low hemoglobin
nutrition,what should I eat for low hemoglobin
nutrition,foods rich in vitamin C
nutrition,foods rich in vitamin D
nutrition,foods rich in calcium
nutrition,foods rich in protein
nutrition,what foods contain protein
nutrition,how can I improve my nutrition
nutrition,what is a balanced diet
nutrition,how can I eat healthy
nutrition,what should I eat during fever
nutrition,what should I eat during illness
nutrition,what foods should I avoid with diabetes
nutrition,what foods should I avoid with high blood pressure
nutrition,what foods help with digestion
nutrition,what foods boost immunity
nutrition,what should I eat for weight loss
nutrition,what should I eat for weight gain
nutrition,what foods are good for the heart
nutrition,what is a good diet plan
nutrition,how many calories should I eat daily
nutrition,what foods help with anemia
nutrition,what foods should I avoid during pregnancy
nutrition,what foods help lower cholesterol
prevention,prevention
prevention,how can I prevent diabetes
prevention,how can I prevent anemia
prevention,how can I prevent asthma attacks
prevention,how can I prevent infection
prevention,how can I prevent flu
prevention,how can I prevent dengue
prevention,how can I prevent malaria
prevention,how can I prevent illness
prevention,how can I stay healthy and prevent disease
prevention,how can I reduce the risk of diabetes
prevention,how can I reduce the risk of high blood pressure
prevention,how can I prevent dehydration
prevention,how can I prevent food poisoning
prevention,how can I protect myself from infections
prevention,how can I maintain a healthy immune system
prevention,how can I prevent heart disease
prevention,how can I prevent obesity
prevention,how can I prevent kidney stones
prevention,how can I prevent the common cold
prevention,how can I prevent covid-19
prevention,how can I prevent food allergies
prevention,how can I avoid catching the flu
prevention,how can I prevent skin infections
prevention,how can I prevent eye infections
prevention,how can I prevent stomach infections
emergency,severe chest pain
emergency,I cannot breathe
emergency,I cannot breathe properly
emergency,I am having severe breathing difficulty
emergency,I am unconscious
emergency,someone is unconscious
emergency,I am bleeding heavily
emergency,I have severe bleeding
emergency,I have a serious injury
emergency,I was badly injured
emergency,someone has collapsed
emergency,I am having a medical emergency
emergency,this is an emergency
emergency,I need emergency medical help
emergency,I have severe chest pain and difficulty breathing
emergency,someone is having a seizure
emergency,I think someone is having a heart attack
emergency,I think someone is having a stroke
emergency,someone is choking
emergency,I need an ambulance
emergency,severe allergic reaction
emergency,difficulty waking someone up
emergency,someone fainted and won't wake up
emergency,severe burn injury
emergency,suspected broken bone
emergency,head injury with confusion
emergency,poisoning emergency
emergency,someone swallowed something dangerous
emergency,severe abdominal pain and vomiting blood
emergency,signs of a heart attack
emergency,signs of a stroke
