question,category,ai_intent,ai_medical_relevance
kis exam se bsc nursing milta hai,exams,information_seeking,high
Schedule of dr. Abhishek Singh,general,scheduling,high
Andrologist Dr KGMU me available hain OPD hoti hai ya nahi,opd,information_seeking,high
gastro opd day and timing,opd,information_seeking,high
Report check,general,information_seeking,medium
Skin doctar,general,information_seeking,high
Otolorylogy kis chamber me hai,general,information_seeking,high
Kya kgmu bsc nursing 2026 ke liye up cnet exam nhi dena hoga,exams,information_seeking,high
M janna chahta hu ki pathology Sunday ko khuli rahti h,departments,information_seeking,high
Pcpndt practical examdate,exams,scheduling,high
Kiya 14 nov 2025 exam result out ho gya hai,exams,information_seeking,medium
book appointment,appointment,scheduling,medium
Ccm ki opd trauma centre,opd,information_seeking,high
Merit list mha 2025 exam,exams,information_seeking,medium
What are the charges for a surgery of Inguinal Hernia of a child in general ward,fees,information_seeking,high
Orthopedic surgery wale,departments,navigation,high
Mai ye janne ki koshish hai ki Pradhan mantri ayushman card aalow hai,general,information_seeking,high
Fees for diploma in cardiology technician,fees,information_seeking,high
Direct admission bsc nursing,admissions,information_seeking,medium
Apk collage me admission k liye kya karna hoga,admissions,information_seeking,medium
M.sc mlt ke admission form kab aaenge,admissions,scheduling,medium
Anm nurse k admission kb hoge,admissions,information_seeking,high
Sir mujhe dmlt ke karna h,general,information_seeking,medium
Registration kiya par ors . Gov par kgmu show nahi ho raha hai,appointment,complaint,high
Can you tell me the opd timing of dr awnish kumar,opd,scheduling,medium
Appointment kaise le,appointment,scheduling,medium
Okay so where I can contact?,contact,information_seeking,medium
Paid seat for BS nursing ki h kya?,admissions,information_seeking,high
Bsc in mlt at kgmu lucknow,courses,information_seeking,medium
Does it have bachelor's in paramedical courses,courses,information_seeking,medium
Where is opd,opd,navigation,medium
Kisi insaan ka no. Hai koi reply nhi aaya,general,information_seeking,medium
Endocrinologist doctor today is Dr arpita or any other doctor?,general,information_seeking,high
Mujhe pharmasist ka result janna hai,exams,information_seeking,medium
i want yellow fever vaccine,general,information_seeking,high
Lab technician admission form date,admissions,scheduling,medium
Mujhe addmission chahiye tha waha,general,information_seeking,high
Neurology ke dr kb milenge,departments,information_seeking,high
ओपीडी अपॉइंटमेंट लेना है,general,scheduling,high
Ye no kitne bje chalu hote hai,general,information_seeking,medium
holder jaanchmein Kitna time lagta hai,general,information_seeking,high
Bsc nursing admission,admissions,information_seeking,medium
How many days before slots are open for bookin,general,information_seeking,high
Up CNET admit card,general,information_seeking,medium
I want to take appointment for yellow fever vaccination,appointment,scheduling,high
Result for 14 November exam,exams,information_seeking,medium
Appointment kaise milta hai,appointment,scheduling,medium
list of neulogy department dr. please tell me,departments,information_seeking,high
Pharmacist get 2025 exam ki answer ki,exams,information_seeking,high
How to addmission in deploma course,courses,information_seeking,medium
Paramedical Admission form kab aayega,admissions,scheduling,medium
Follow up appointment kaise le,appointment,information_seeking,high
Kya kgmu ki opd kal band hai?,opd,scheduling,medium
opd timings,opd,scheduling,medium
who is Avadhesh Kumar,faculty,information_seeking,high
How to book a appointment,appointment,information_seeking,high
डॉ रंजीत सर का कांटैक्ट no मिल जाएगा,general,information_seeking,high
Admission kaise hota hai Kgmu mai,admissions,information_seeking,medium
How can be online appointment,appointment,scheduling,medium
मेरे बच्चे को बार बार बुखार आ जाता है किस डॉक्टर को और किस दिन आकर दिखाऊं,general,information_seeking,medium
Appointment book,appointment,scheduling,medium
How to take admission in paramedical courses in kgmu,admissions,information_seeking,medium
paramedical admission notary link,admissions,information_seeking,medium
How can I get admission into bachelor of physiotherapy,admissions,information_seeking,medium
2026me bpt course me addmission kaise hoga,courses,information_seeking,high
My doctor call me on that date but its a holiday of guru teg bahadur martyrdom so I wanna ask what should I do,contact,scheduling,high
I want to do BMLT and I want to know whether this time admission will be based on 12th marks or will I have to appear for the exam?,admissions,information_seeking,high
What will be the cost of metal braces,fees,information_seeking,high
I want to take admission in BPT 2,admissions,information_seeking,medium
Medical social service officer grade -2 ki vacancy ke lie written exam planned hai 3 april 2026 ko usi ke admit card ke bare me puchh raha hu,exams,information_seeking,medium
Link open nhi ho raha,general,scheduling,medium
Admission lene k liye kitne number chaiye sc k liye,admissions,information_seeking,medium
Mere pesent ki id mobail me kaise khulegi,general,information_seeking,high
Room 203,general,information_seeking,high
MSc nursing application form,courses,information_seeking,medium
Maine kai uttar pradesh aayojan vibhag ke jariye kgmu me hospital attendant ka form fill Kiya hai kya mera ho jayega isme,departments,information_seeking,medium
Neurologi opd,opd,information_seeking,high
Mujhe braces k price k bare me janna tha,general,information_seeking,high
I need to know about the admission process of MHA course 2026,admissions,information_seeking,medium
Patient dikhana hai kgv m u mein cardiology Rishi sab theek ho,departments,scheduling,high
I'm all ready let for the entrance exam. I'm 10+2 passed from patna bihar board.now have any chance to take the admission directly.,admissions,navigation,medium
Entrance exam kab hai,admissions,information_seeking,medium
Dr name opd मंगलवार. के सारे डॉक्टर नाम को दर्द 5 स्टार्ट रेट हो न्यूरो,opd,information_seeking,high
Tell me all gastro doctor name in opd,opd,information_seeking,high
Mujhe cardiology department mai 3 December ko dikhana hai apni dadi ko opd mai,opd,information_seeking,high
List of pg admission 2026,admissions,information_seeking,medium
I want food,general,information_seeking,high
(Non teaching) OT assistant examination result announcement date ?,exams,scheduling,high
How to get admission without cnet in bcs nursing,admissions,information_seeking,medium
Book karo,appointment,information_seeking,medium
Severe neck pain which department I should consult,departments,information_seeking,high
Dr Ram Mishra’s info give me please,general,information_seeking,high
Need consultation,general,information_seeking,medium
12 mei kitni percent honi chaiye,general,information_seeking,high
Hello I want admission in KGMU,admissions,information_seeking,medium
Is the admission open ?,admissions,information_seeking,medium
kgmu me dmlt ka course hota h ya nhi,courses,information_seeking,medium
Physiotherapy,general,information_seeking,medium
Apimnetnt buk karna hai,general,information_seeking,medium
Mhujhe bsc nursing ke liye admission lena h,admissions,information_seeking,high
What is cost of pcnl,fees,information_seeking,high
Abhi iss time phone kar sakte hai book karne ke liye,appointment,scheduling,medium
Can u give me the link for appointment,appointment,information_seeking,medium
If I come with my father for checkup in opd and cancer department is available,opd,information_seeking,high
Hi kya bmlt ke liye admission form fill ho rhe h,admissions,information_seeking,medium
ab king george ka alag se entrance dena hi kya,admissions,navigation,medium
Link is not working,general,complaint,high
Aaj kqb tak opd chalega,opd,information_seeking,high
Xray aur ecg ka kitna rupya lagta hai new opd me,opd,information_seeking,high
Pet ki tv jach kitne din me milti h,general,information_seeking,high
"9 साल की बेटी को nasal polyps है , किस डिपार्टमेंट में दिखाएं",general,information_seeking,high
Paramedical addmission from 2026 kab aya ga,courses,scheduling,medium
Dr Rekha ka baithati hai,general,information_seeking,high
Can I write email,contact,information_seeking,medium
Appointment slip hai fees kaise pay kare,appointment,information_seeking,high
Ot tech 2nd year saleb,general,information_seeking,high
Opd doctor name,opd,information_seeking,high
sir mbbs kyia hai,courses,information_seeking,high
Kal mujhe appointment chahie urin doctor ke,appointment,scheduling,high
Opd dr Ashish ki kis jagah par hai,opd,information_seeking,high
hard apointment,general,information_seeking,high
ऑनलाइन अप्वाइंटमेंट,general,information_seeking,medium
Plastic surgery,departments,information_seeking,high
Kya cardiology me opd ka parcha kaise bnega online,opd,information_seeking,high
"Namaskar, i had alloted to forensic medicine at kgmu, in this neet pg counselling",admissions,information_seeking,high
KGMU me skin and VD ke gents doctor hai,general,information_seeking,high
8887019134 ispe APPOINTMENT LIKH KAR BHEJ DUNGA TO KYA KGMU KE DERMATOLOGY DEPARTMENT KA HI OPD APPOINTMENT BOOK HOGA,opd,scheduling,high
Online report kaise check karu,general,information_seeking,medium
Opd time,opd,scheduling,high
Haeamotology doctor sudhir verma and rajeev verma timing,general,information_seeking,high
Hostel fees for post graduate,fees,information_seeking,medium
No mention bpt fees,fees,information_seeking,medium
"Applications are invited for Regular Appointment of Nursing Officers at King George's Medical University (KGMU), Lucknow.kab hoga",appointment,scheduling,medium
Where is nursing officer vacancy that apply last date 27/626,campus,information_seeking,medium
Dr Naseem akhatar timing,general,scheduling,high
Nursing tutor ki vaccancy ayi h kya,courses,information_seeking,medium
BSc radiology admission start,admissions,information_seeking,medium
opd की बुकिंग कैसे कर सकते हैं,opd,information_seeking,medium
Cho traning 2021 marksheet download,general,information_seeking,medium
Paramedical mei admission process,admissions,information_seeking,medium
Sir please required joob pharmacy and wodboy,departments,information_seeking,medium
मैं अपने पापा को डॉ शरद चंद्र जी को लारी ओपीडी में दिखाना चाहता हूं,general,scheduling,high
Give out the names of Faculty of OBG Department.,faculty,information_seeking,high
BPT admission,admissions,information_seeking,medium
Kal psychiatry opd kiski hain,opd,information_seeking,high
I want list of doctors opd for endocrinology,opd,information_seeking,high
How much fees required for nursing assistant professor post,faculty,information_seeking,medium
Is refferal mandatory for patients coming from outside lucknow,general,information_seeking,high
I want to book appointment for pediatric OPD,opd,scheduling,high
Best neurologist doctor name,faculty,information_seeking,high
tell me best doctor for Appendix Surgery,departments,information_seeking,high
Mujhe doctor SP Verma ka apartment lena hai Monday ko,general,information_seeking,high
My hair are white in teenagers 17 years and very white hair in my head,general,information_seeking,high
Gestro opd khulne ke din,opd,information_seeking,high
Howmany seets for bsc nursing there,courses,information_seeking,medium
BDS externship,general,information_seeking,high
Head scalp infection,general,information_seeking,high
Ot technician admission,admissions,information_seeking,high
December me kis din hospital band rahega,general,information_seeking,high
Koun sa form fill karna hota hai,general,information_seeking,medium
Rajkumar,general,information_seeking,high
Hi ..is there anything regarding neet pg,admissions,information_seeking,medium
Dermatology appointment for hyperhidrosis neededProblem: excessive sweating. ORS not working.”,appointment,scheduling,high
Eye dekha ni ho to,general,information_seeking,high
It's also not working,general,complaint,medium
NHI BUS HIME YELLOW CARD KI HI JARURAT H MAIM KYUKI JAB SE MERA YELLOW CARD KHOYA H TAB SE HUM BAHUT PARESAN DOCTOR DAAT BHI RAHE H,general,information_seeking,high
Kgmu paramedical ki answer key kab ani hai,courses,scheduling,high
Bpt course is available now,courses,information_seeking,medium
I send the message but there is no reply,general,information_seeking,high
हेपेटाइटिस बी के डॉक्टर,general,information_seeking,high
Appointment for cardio for patient.,appointment,scheduling,high
IT SHOULD BE IN PERFECT FORMAT,general,information_seeking,medium
Please tell me how to download KGMU previous year questions papers for NURSING officers,courses,information_seeking,medium
Gastroenterology k,general,information_seeking,high
Result dekhana haj,exams,information_seeking,medium
KGMU me kon kon sa cousre available hai,general,information_seeking,high
Msc pathology elegibility,departments,information_seeking,high
Abhi ye 16 june chal rha hai sir,general,information_seeking,medium
RADIOLOGY TECHNICIAN RESULT KAB AYEGA,exams,scheduling,high
Site khulti nhi h,general,complaint,medium
we can not open the site http://www.ors.gov.in,appointment,scheduling,medium
Nursing officer recruitment examination date,exams,scheduling,medium
Icu bed availablity,emergency,information_seeking,high
Cardiology technician vacancy,departments,information_seeking,medium
Does kgmu have nri quota?,general,information_seeking,medium
चेस्ट रोग विशेषज्ञ से ओपीडी में दिखाने की प्रक्रिया क्या है,general,information_seeking,high
How could you supposed to help me,general,information_seeking,high
Hamko ot technician mein addmission chahiye,general,information_seeking,medium
Admission kab se hoga,admissions,scheduling,medium
Rheumatologist department,departments,information_seeking,high
Gnm hai kgmu me,general,information_seeking,medium
I wanted to book appointment in Gestro department,appointment,scheduling,high
Diploma in dental hygienist 2026-27 के लिए entrance exam की अंतिम तारीख क्या है ?,admissions,information_seeking,medium
Bhai ors portal per glitch aa rha,general,complaint,medium
Child and adolescent psychiatry fellowship,departments,information_seeking,high
I need one appointment on tuesday,appointment,scheduling,medium
Is there admission in bpt 2026 in in kgmu without neet,admissions,information_seeking,medium
Baal rog vivag me piliya ka ilaj roj chalta hai,general,scheduling,high
Kl yani monday ko surgery oncology ki opd hai h ?,opd,information_seeking,high
Want to take admission in bsc nursing,admissions,information_seeking,high
Mujhe bsc nursing ke liye addmission lena,courses,information_seeking,medium
Nursing officers exam date kya hai,exams,scheduling,medium
Give the list of doctors for all days,general,information_seeking,medium
Where is critical care medicine department of kgmu,departments,navigation,high
Appointment whatsapp number,appointment,scheduling,medium
Msc pathology fees,fees,information_seeking,high
Mujhe cheat ke Dr ko dikhana hai OPD kis department me appointment lu,opd,information_seeking,high
Bsc OTT ka fee kitna hota h maximum,fees,information_seeking,medium
Kya nursing tutor ki baccancy h,courses,information_seeking,medium
Mujhe parcha banwana hai,general,information_seeking,high
Urology department ke baare mein hame dikhana hai,departments,information_seeking,high
Molecular biology and cytogenetics department,departments,information_seeking,high
How to create AHBA,general,information_seeking,high
Can I take addmission without neet here?,admissions,information_seeking,high
Mujhe radiology course,departments,information_seeking,high
Kya aap mujhe addmission kaise mil sakta bata sakte hain,general,information_seeking,medium
Bpt course available hai ya nhi,courses,information_seeking,medium
How can I get admission to pursue BPT? I scored 86% in my 12th HBSE 2026,admissions,information_seeking,medium
Diploma admission details?,admissions,information_seeking,medium
Mujhe medical ot m admission lena h toh kaise form fill kru,admissions,information_seeking,high
What's the last date to apply,career,information_seeking,medium
Bsc ot technician ke liye kon sa exam hota hai,exams,information_seeking,high
Radiology department ka contact number chaiye internship lena h mujhe,departments,information_seeking,high
Mujhe college admission ke baare me janna tha,admissions,information_seeking,medium
Exam result,exams,information_seeking,medium
Mera phele appointment tha ye mera follow up checkup hai to kya kare?,appointment,scheduling,high
Kgmu BDS dean number,faculty,information_seeking,high
ज़िंदा आदमी ले कर जाओ मुर्दा ले कर आओ बहुत ही खराब मेडिकल है,general,information_seeking,medium
Pharmacist 38 post 2024-25 ka answer key kab tak aayega sir jo exam 14/11/2025 ko hua tha,exams,scheduling,high
If someone didn't register,general,scheduling,high
KGMU pharmacist ka result 2025 kb tk aayega,exams,information_seeking,high
Dr Mayank Rajput Room no,general,information_seeking,high
Mujhe kgmu nursing officer ke admit card aur exam kab hoga uske baare me pata karna hai,exams,scheduling,medium
Dr somya vikram Singh Prosthodontics,general,information_seeking,high
I m looking for yellow fei m looking for yellow fever vaccination ver vaccination,general,information_seeking,high
DOTT ka notification kb tk aayega,general,information_seeking,medium
Mujhai parcha banwana hai,general,information_seeking,high
mphil clinical psychology admission form 2025,admissions,information_seeking,medium
Followup appointment,appointment,scheduling,high
please tell how to take appointment online,appointment,information_seeking,high
New appointment,appointment,information_seeking,high
when will couselling will held related to exam ?,exams,information_seeking,medium
What about BDS,general,information_seeking,high
How to fill the form of kgmu nursing tutor,courses,information_seeking,medium
Is there any online registration system for lari opd,opd,information_seeking,high
OPD doctor puneet Kumar kab baithte hai,opd,scheduling,high
How to get admission in bpt ?,admissions,information_seeking,medium
In how much marks i required to admission for bsc nursing in kgmu 2026,admissions,information_seeking,medium
seat availability for ews category,admissions,information_seeking,medium
Sir nursing officers exam kb hoga,exams,information_seeking,medium
Ortho opd,opd,information_seeking,high
Health care,general,information_seeking,high
Sir I am preparing of bsc nursing entrance exam,admissions,navigation,medium
Kya hamen toll free number mil sakta hai jisse ki Ham sampark kar sake,contact,information_seeking,medium
Kgmu me dmlt course h,courses,information_seeking,medium
Pharmacist admit card,departments,information_seeking,medium
Kgmu non teaching staff requirment,faculty,information_seeking,high
BSC Physician assistant,courses,information_seeking,medium
"Hi i am sudhir from Butwal, Nepal and i am looking for best doctor for pulmonologist. So plz suggest. I would like to visit for treatment at your respected hospital. I have some history documents of treatment at butwal and dhangadhi but the problems are still same so would like to go for best treatment.",general,information_seeking,high
I want to take admission for bpt,admissions,information_seeking,medium
Kya admission ho raha h ki nahi,admissions,information_seeking,medium
Sujit sir opd day,opd,scheduling,high
Mujhe amita Pandey mishra doctor ko dikhana appointment kaise le unka,appointment,information_seeking,high
Radiographer technician k last date btao kgmu m,general,scheduling,medium
How to apply for bsc radiology course,departments,information_seeking,high
General ka cut-off kitna jata hai?,admissions,information_seeking,medium
Hey should i go for tomorrow dermatology,departments,scheduling,high
Bsc nursing ki admission process kya hai?,admissions,information_seeking,high
"Myself Dr. Vaishnavi Patekar, BDS graduate from Sharad Pawar Dental college and Hospital",general,information_seeking,medium
"Sir I want to get admission in Diploma in Radiology, will it be possible without NEET",admissions,information_seeking,high
kgmu ka2026-27 entrance exam kab hoga,admissions,information_seeking,medium
Ye entrence exam useully kab hota hai or registation date kya thi 2026 ki,exams,information_seeking,medium
testes ka ilaaj kis vibhag may karaye,departments,information_seeking,high
I want to see details of the latest notice for faculty recruitment,faculty,information_seeking,high
Job opportunities,career,information_seeking,high
"Kya 12 air 10, keep merit key adhar per admission ho raha hai",admissions,information_seeking,high
MRI department open timing,departments,scheduling,high
Ji ha kya yahan crdiyo taknisiyan me diploma kar sakte hai,courses,information_seeking,high
SMS whatsup per karni hai ya text?,general,information_seeking,medium
YHI date h aur name bhi YHI h,general,scheduling,medium
Please provide me pro office contact of queen marry hospital lucknow,contact,information_seeking,medium
When the form will out,general,information_seeking,medium
Admission process nhi mila,admissions,information_seeking,medium
I want to do diploma in ct technician,courses,information_seeking,medium
Opd list,opd,information_seeking,high
I want to about pediatric department,departments,information_seeking,high
Please give me some instruction about hand surgeon,general,information_seeking,high
Give me the schedule OPD in neurology department and psychiatric department,opd,information_seeking,high
I need general surgery department contact number,departments,information_seeking,high
Needs dean academic number,faculty,information_seeking,high
Urologist doctors meeting me,general,information_seeking,high
Mere pass UHID NO HAI,general,information_seeking,high
M.a clinical psychology course hai,courses,information_seeking,high
I want to fill the form for doing ug course in kgmu for bsc in radiology,departments,information_seeking,high
Opd booking,opd,scheduling,medium
2024 mbbs admission list,admissions,information_seeking,medium
मेरे बाल टूट रहे हैं उसका इलाज कराना है,general,information_seeking,high
Kya yahan per ilaaj free hai,general,information_seeking,high
Can I take admission in private BAMS,admissions,information_seeking,medium
Nurse vacancy,career,information_seeking,medium
Addmission ho sakta hai kya,general,information_seeking,medium
Opd. Cardiology,opd,scheduling,high
Lucknow,general,information_seeking,high
Monthly Visit me Injection lagata hai Indocrin vibhag se Name - Neha Srivastava,departments,information_seeking,high
Fix an appointment with Dr SHARAD CHANDA CARDIO LARI on coming Monday,appointment,scheduling,high
Mai neet ka taiyari karta hu aur mai chahata hu ki mai kgmu se mbbs karu,admissions,information_seeking,high
New Appointment ortho,appointment,information_seeking,high
I have an appointment for yellow fever vaccination. Where can I get that vaccination done?,appointment,scheduling,high
Gynaecologist,departments,information_seeking,high
I want to know about BMLT,general,information_seeking,medium
When shantanu sir opd,opd,scheduling,high
Hindi me batao,general,information_seeking,medium
What are the ood schedul of vascular surgery on 22 nd may,departments,information_seeking,high
I have completed my Document Verification for the post of OT Assistant under Multiple Post Recruitment Exam 2025. My Roll No. is 1116340431 and my overall rank is 16 (UR). I would like to kindly inquire about the expected date of joining/appointment letter.,appointment,scheduling,high
Mujhe report chahiye,general,information_seeking,medium
Where is recruitment cell no.,campus,navigation,high
I want to know about doctor salman khan,general,information_seeking,high
How to get dental records,general,information_seeking,high
In cardiology department,departments,information_seeking,high
Mai kgmu me addmission kaise lu,general,information_seeking,high
I want my pathology report,departments,information_seeking,high
Tooth implant cost,fees,information_seeking,high
जी हां,general,information_seeking,high
Pharmacy second grade ka exam,exams,information_seeking,medium
Opd helper post,opd,information_seeking,medium
Bpt admission requirements,admissions,information_seeking,high
Dr P k sir hai,general,information_seeking,high
Cardiologist the best doctor name please,faculty,information_seeking,high
"Om prakash age 73 Ko gastroenteritis, Neurologist cardiologist Emergency doctor ko dikhana hai today",departments,information_seeking,high
Aaj art plus centre open rahega ya nahi?,general,information_seeking,high
I want to know about bsc in bpt information,courses,information_seeking,medium
Admission kabtk ho skta hh,admissions,information_seeking,medium
Online registration kaise kare,appointment,scheduling,high
MPhil clinical psychology,general,information_seeking,high
प्लास्टिक सर्जरी प्राइवेट वार्ड का २४ घंटे का चार्ज कितना है,general,information_seeking,high
i didn't recieve any email regrading the admint card,contact,information_seeking,high
गुर्दा dr opd,opd,information_seeking,high
bsc nursing me admission lena hai kya kare,admissions,information_seeking,medium
Course documents,courses,information_seeking,medium
I want a letter of 2022 ..,general,information_seeking,medium
Kab tak appointment ho sakti h,appointment,information_seeking,medium
Can i get information about vacancies available for lab technician post,general,information_seeking,medium
Any vacancy for dietitian?,career,information_seeking,high
For Nephrology department,departments,information_seeking,medium
Main yah Janna chahta hun ki mera ek percent hai jo eurology Mein use systems copy rgp ke liye use admit karna tha Kyunki Mera Pila wala per check ka photo aur mobile number liya tha abhi tak Ek Hafta ho gaya hai phone Nahin Aaya Hai Main Kaise Pata karun,contact,information_seeking,high
Satff nursing Kgmu me 1 sit gls ka mik jayega please help me sir maim,courses,information_seeking,medium
Mujhe paramedical entrance exam ki papper pattern do,admissions,information_seeking,high
Pathology,departments,information_seeking,high
Holidays in 2026,general,information_seeking,medium
Matlab janch free hogi kya,general,information_seeking,high
When will the form for BSC operation theatre be released?,courses,information_seeking,medium
Reply aya tha but otp mang rhe the vo bhi dusre content se meeso se,general,information_seeking,medium
How much fees of BSC nursing,fees,information_seeking,medium
KGMU Recruitment Medical Lab Technologist Ka Exam Date expected kya h? Ya kb tak declare hoga?,exams,scheduling,medium
Bmlt diploma me addmission lene ka process kya hai,courses,information_seeking,high
Mode of payment for joining pg general surgery,departments,information_seeking,high
"Skin, disease",general,information_seeking,high
I have to take a appointment,appointment,scheduling,high
pharmacist ka rusult kab tak aayega,departments,scheduling,medium
I want to know examination scheme of mbbs 2023 batch,exams,information_seeking,medium
Sexologist,general,information_seeking,high
How to get physical copy of online appointment,appointment,scheduling,medium
Fistula Sergen,general,information_seeking,high
"Pharmacist recruitment result date.,?",exams,scheduling,high
book appointment for yellow fever vaccine,appointment,scheduling,high
I want download lab report,general,information_seeking,medium
Please give me helpline,emergency,information_seeking,medium
Bsc radiology is available,departments,information_seeking,medium
Opd no of Dr.sanjiv kumar,opd,information_seeking,high
Lab technician karna hai koi college me sheet ho sakti h,general,information_seeking,medium
Hello mere ko BMLT addmission ke jana hai department ka address batào,departments,information_seeking,high
If I registered through online appointment then can I go directly to opd,opd,information_seeking,high
can a BSc nursin ggraduate join the MHA program?,courses,information_seeking,medium
How i can apply on your university still am from tanzania?,career,information_seeking,high
pain fellowship,general,information_seeking,high
Genral wali ke liye 2025,general,information_seeking,medium
Recepsnist post exam date,exams,scheduling,high
Course of neuroscience research addmission,courses,information_seeking,high
Neurology department open,departments,information_seeking,high
Ma'am sit nhi khali h kya,general,information_seeking,medium
Radiology ke liye,departments,information_seeking,high
Online appointment lene ke liye kya prakriya hai,appointment,information_seeking,high
Kgmu offer msc in clinical psychology,courses,information_seeking,high
What is the fees,fees,information_seeking,medium
Plz send me helpline number,emergency,information_seeking,medium
Mujhe gynecomastia ki surgery karani hai,departments,information_seeking,high
No. Lagwana h,general,scheduling,high
When nursing officer exam admit card release,exams,scheduling,high
Dr achay pradhan lari cardiologist,general,information_seeking,high
Dental hygenist,general,information_seeking,high
Mujhe Bpt course k fees k regarding information...,fees,information_seeking,medium
Today is a public holiday,general,information_seeking,high
What kind of medical fitness certificate is needed in bmls paramedical admission.. Is there any specific format??,admissions,information_seeking,medium
How I download my fee receipt of my 1 year BDS,fees,information_seeking,medium
Admission for M.Phil in Clinical Psychology 2025,admissions,information_seeking,medium
2026 me addmision karana hai mere ko bmlt me,general,scheduling,medium
Respiratory,general,information_seeking,high
I'm interested in BPT. When is the application date?,general,information_seeking,medium
You can't help me about any information for further process,general,information_seeking,high
Is admission for session 2025-2027 begin?,admissions,information_seeking,medium
Radiology girls ko hostel milta h kgmu me,departments,information_seeking,medium
Msso ka sir paper kab tak hoga,exams,scheduling,medium
sir i want know about GNM course and total fee structure,fees,information_seeking,medium
I need to book an appointment,appointment,scheduling,medium
When doctor visit,general,scheduling,high
have any vacat post for nursing tutor,courses,information_seeking,medium
Can I check online report kgmu hospital lucknow,general,information_seeking,medium
Any job for mds student,career,information_seeking,high
OPD me registration karane ki timing kya hoti hai,opd,scheduling,high
My bachelor 's is in bsc and masters in clinical psychology Am I eligible to apply for m.phil clinical psychology RCI aproved,admissions,information_seeking,high
Pediatrics kya hota hai,departments,information_seeking,high
Like the situation is I have already booked an appointment but not done with the payment yet as you said payment is done before filling the details but I've booked it and there was no option for payment,appointment,scheduling,high
Non teaching post results,general,information_seeking,medium
Mai yh Janna Chati hu ki bsc ott ki merit list mb Jari hogi aur selection ka pta kb chlega kb admission start honge kb classes start hongi,admissions,information_seeking,medium
Any muslim psychologist,general,information_seeking,high
hostel fee,fees,information_seeking,medium
Mai kgmu me bpt cource kai liye entrance exam form fill kese kru,admissions,information_seeking,medium
Mujhe KGMU new nursing tutor vaccancy k bare m jann na tha,courses,information_seeking,medium
Iska koi app hai,general,information_seeking,medium
सर मुझे आनलाईन पंजीयन करना है। कैसे करें?,general,information_seeking,medium
Syllabus,exams,information_seeking,medium
Mai from kese baru,general,scheduling,medium
Bmlt form,general,information_seeking,medium
Admission form of paramedical courses,admissions,information_seeking,medium
How can I donate My body after death,general,information_seeking,high
Lari hospital mein appointment book karna chahta hun Lucknow,appointment,scheduling,high
I want to take admission in kgmu in msc biotechnology Or microbiology Or mlt any of them what I have to do for this,admissions,information_seeking,high
May I know about any seats available for internship in dentistry for the academic year 2026,admissions,information_seeking,high
Wanted to know if there is vacancy in General Surgery department for Senior Residents?,departments,information_seeking,high
Non teaching recruitment pharmacist ka result kb tk aega,exams,information_seeking,high
I want to fill form regarding kgmu nursing tutor,courses,information_seeking,medium
Mujhe ye puchna h jo cpet ka exam iska course kya rehta h,exams,information_seeking,high
पैट्रियोटिक सर्जन सबसे अच्छे कौन है,general,information_seeking,high
DMLT admission Karana hai,admissions,information_seeking,medium
Do KGMU offers BPT,general,information_seeking,medium
Bsc radiology ka from kb aayega,departments,information_seeking,medium
Last day kab hai,general,information_seeking,medium
In kgmu there are no. Of Healthcare missions are regulating ... I am graduate with diploma in Healthcare... can you suggest me for any Healthcare mission in 2026,courses,information_seeking,high
list of medicine dr. please tell me,departments,information_seeking,high
My lab report online kaise download kar sakta hun,general,information_seeking,medium
Diploma in psychiatry entrance exam date,admissions,scheduling,high
"104/KGMU/HRF/Medicine/2025 this the tender number i want to submit some documents, to prepare the documents can you help me with model documents",departments,information_seeking,high
Fill form for nursing tutor,courses,information_seeking,medium
Degree,courses,information_seeking,medium
DMLT me addmission process kya hai,general,information_seeking,medium
I am finding previous year question paper of Bsc nursing,exams,navigation,high
WHEN HE MEET AT,general,scheduling,medium
About pgdmlt course,courses,information_seeking,medium
Chest me pain hai mere mummy ko kon se department me dikhau,departments,information_seeking,high
du have any whatsapp mobile number,contact,information_seeking,medium
Is number pr lgataar well jaa rhi hai lekin phone receive nhi ho rha hai,contact,complaint,high
"Subject Complaint Regarding Poor Hygiene and Non-Functional Washrooms in Cardiology Department Respected Sir/Madam, I am writing to bring to your attention the poor hygiene conditions in the Cardiology Department, where my grandfather is currently admitted for bypass surgery. While the general cleanliness of the ward area is satisfactory, the condition of the male washrooms is extremely concerning. Out of five washrooms, only two are functional, forcing patients and attendants to stand in long queues despite the availability of facilities. The remaining washrooms are either damaged or unusable. Additionally, there is no handwash facility available inside the washrooms, which poses a serious hygiene risk, especially in a department dealing with cardiac patients. The washroom doors are damaged, and in some cases, there is no proper latch/lock from inside, causing inconvenience and lack of privacy. The wash basins are in very poor condition, with gutka stains and spit marks visible. In some areas, water is not draining properly. The waiting hall is also unhygienic, with visible stains on windows and basins. I understand that public behavior also contributes to such issues; however, it is the responsibility of hospital management to ensure proper maintenance and hygiene standards, particularly in a healthcare facility where infection control is critical. I kindly request you to take immediate corrective action to improve sanitation and ensure functional washroom facilities for patients and attendants. Thank you for your attention to this serious matter. Sincerely, Shivam Singh",departments,complaint,high
Information regarding phd in nursing,courses,information_seeking,medium
In which month admission taken in diploma in dentalhygienist,admissions,information_seeking,high
Are the department of medical gastroenterology and department of surgery gastroenterology same or different?,departments,information_seeking,high
